,has_url,character_count,sw_count,non_sw_char_proportion,mean_lemma_length,lemma_count_no_sw,unique_lemmas_no_sw,sw_proportion,hashtag_proportion,mention_proportion,target
2714,0,113,9,0.5575221238938053,4.0,10,10,0.45,0.0,0.1,0
6795,1,116,8,0.5603448275862069,3.9047619047619047,12,12,0.38095238095238093,0.0,0.0,1
5701,0,143,12,0.5104895104895105,3.8,13,11,0.48,0.0,0.04,0
1298,0,106,5,0.6792452830188679,4.0,11,11,0.29411764705882354,0.0,0.0,0
293,0,82,11,0.3170731707317073,3.7333333333333334,4,4,0.7333333333333333,0.0,0.0,0
2183,1,62,2,0.6774193548387096,4.6,8,8,0.2,0.0,0.0,1
1254,1,105,5,0.6571428571428571,4.875,11,10,0.3125,0.0625,0.0,1
5975,0,37,0,0.8918918918918919,10.0,3,3,0.0,0.0,0.6666666666666666,0
5178,1,69,7,0.4782608695652174,4.25,5,5,0.5833333333333334,0.0,0.0,0
3607,0,61,4,0.6065573770491803,4.454545454545454,6,6,0.4,0.0,0.0,0
4974,1,97,5,0.6907216494845361,5.466666666666667,10,10,0.3333333333333333,0.0,0.06666666666666667,1
2052,0,102,9,0.5784313725490197,3.8095238095238093,11,11,0.42857142857142855,0.0,0.0,0
2533,0,115,11,0.4782608695652174,4.0,9,9,0.5238095238095238,0.0,0.0,0
7387,1,47,1,0.7446808510638298,5.666666666666667,5,5,0.16666666666666666,0.16666666666666666,0.0,0
179,1,67,4,0.6567164179104478,4.5,8,8,0.3333333333333333,0.0,0.0,0
3825,1,80,8,0.4875,4.642857142857143,6,6,0.5714285714285714,0.0,0.0,0
4064,1,79,2,0.7721518987341772,6.5,8,8,0.2,0.0,0.1,1
7449,0,137,17,0.3357664233576642,3.9615384615384617,8,8,0.68,0.0,0.0,0
5766,1,83,6,0.6144578313253012,4.5,8,8,0.42857142857142855,0.0,0.0,0
3809,0,97,8,0.41237113402061853,5.2,6,6,0.5714285714285714,0.07142857142857142,0.0,0
4508,1,40,2,0.55,6.0,3,3,0.4,0.0,0.0,1
4423,0,70,9,0.42857142857142855,3.25,7,7,0.5625,0.0,0.0,0
258,0,92,4,0.7608695652173914,5.214285714285714,10,10,0.2857142857142857,0.0,0.0,0
1705,1,97,4,0.5876288659793815,4.928571428571429,10,10,0.2857142857142857,0.07142857142857142,0.0,0
3660,1,80,6,0.6125,4.846153846153846,7,7,0.46153846153846156,0.0,0.0,1
2129,1,47,0,0.7872340425531915,6.6,5,5,0.0,0.8,0.0,1
50,1,51,1,0.7058823529411765,5.125,7,7,0.125,0.0,0.0,1
114,1,94,0,0.6276595744680851,5.8,10,10,0.0,0.6,0.1,0
3804,1,28,1,0.7142857142857143,4.4,4,4,0.2,0.0,0.0,0
7167,0,125,7,0.64,5.555555555555555,11,10,0.3888888888888889,0.1111111111111111,0.1111111111111111,1
6398,0,135,7,0.725925925925926,5.0476190476190474,14,14,0.3333333333333333,0.0,0.0,1
1499,1,115,4,0.7130434782608696,5.176470588235294,11,10,0.25,0.0,0.0,1
3771,0,104,9,0.5096153846153846,4.470588235294118,8,7,0.5294117647058824,0.23529411764705882,0.058823529411764705,0
621,0,134,10,0.5223880597014925,4.714285714285714,10,9,0.5,0.0,0.05,1
3590,0,69,3,0.7246376811594203,5.181818181818182,8,8,0.2727272727272727,0.0,0.0,0
2154,0,118,9,0.5508474576271186,3.9523809523809526,12,12,0.42857142857142855,0.0,0.14285714285714285,1
4541,1,46,3,0.45652173913043476,5.833333333333333,3,3,0.5,0.0,0.0,1
5097,1,115,6,0.5478260869565217,5.3125,10,10,0.375,0.125,0.0,1
684,0,68,5,0.5588235294117647,3.2142857142857144,6,5,0.38461538461538464,0.0,0.0,0
893,0,49,5,0.5306122448979592,3.0833333333333335,6,6,0.45454545454545453,0.0,0.0,0
6494,0,53,2,0.6981132075471698,4.777777777777778,7,7,0.2222222222222222,0.0,0.1111111111111111,1
5213,0,137,5,0.635036496350365,4.818181818181818,16,14,0.23809523809523808,0.09523809523809523,0.0,1
4503,0,27,0,0.8148148148148148,5.5,4,4,0.0,0.0,0.0,1
1258,1,115,5,0.6608695652173913,4.666666666666667,13,12,0.2777777777777778,0.0,0.0,1
3867,0,36,1,0.6388888888888888,4.166666666666667,5,5,0.16666666666666666,0.16666666666666666,0.0,0
4676,0,39,2,0.6153846153846154,4.833333333333333,4,4,0.3333333333333333,0.0,0.0,0
7368,0,115,4,0.7739130434782608,5.111111111111111,14,13,0.2222222222222222,0.0,0.0,1
3657,0,124,4,0.7258064516129032,6.642857142857143,10,10,0.2857142857142857,0.0,0.21428571428571427,1
2124,1,58,0,0.7758620689655172,5.5,8,8,0.0,0.125,0.0,1
1337,0,95,13,0.4421052631578947,3.090909090909091,8,8,0.6190476190476191,0.0,0.0,0
1638,0,135,11,0.5333333333333333,4.136363636363637,11,11,0.5,0.0,0.0,0
4906,0,106,12,0.46226415094339623,3.8095238095238093,9,9,0.5714285714285714,0.0,0.0,0
5528,0,140,14,0.45,4.4,9,8,0.5833333333333334,0.0,0.041666666666666664,0
5040,0,26,3,0.6153846153846154,3.1666666666666665,2,2,0.5,0.0,0.0,0
3026,1,73,3,0.6986301369863014,4.461538461538462,10,10,0.23076923076923078,0.0,0.0,0
6879,0,71,8,0.5070422535211268,3.6,7,7,0.5333333333333333,0.06666666666666667,0.0,0
3459,0,24,2,0.7083333333333334,3.8,3,3,0.4,0.0,0.0,0
4203,0,71,7,0.4647887323943662,3.857142857142857,5,5,0.5384615384615384,0.0,0.07692307692307693,1
2328,0,115,7,0.6173913043478261,5.166666666666667,9,9,0.4375,0.0,0.0625,0
1475,0,100,7,0.6,4.5625,9,9,0.4375,0.0,0.0,1
1372,1,60,3,0.65,4.090909090909091,8,8,0.2727272727272727,0.0,0.0,1
6553,1,114,8,0.5877192982456141,4.631578947368421,10,10,0.42105263157894735,0.15789473684210525,0.0,1
971,1,95,0,0.7368421052631579,4.466666666666667,15,15,0.0,0.13333333333333333,0.0,0
3722,0,38,4,0.47368421052631576,3.2222222222222223,3,3,0.5,0.0,0.0,0
6918,0,44,5,0.38636363636363635,3.5555555555555554,3,2,0.625,0.0,0.0,0
5105,1,89,7,0.550561797752809,3.6470588235294117,8,8,0.4375,0.125,0.0,1
3229,1,108,3,0.6388888888888888,4.75,11,11,0.2,0.13333333333333333,0.0,0
894,0,137,9,0.5985401459854015,4.7272727272727275,13,12,0.4090909090909091,0.0,0.045454545454545456,1
575,1,94,4,0.6170212765957447,5.583333333333333,8,8,0.3333333333333333,0.08333333333333333,0.08333333333333333,0
6342,1,118,4,0.7288135593220338,5.222222222222222,13,13,0.23529411764705882,0.0,0.11764705882352941,1
6101,0,35,4,0.5714285714285714,3.125,4,4,0.5,0.0,0.0,0
7434,1,112,2,0.7767857142857143,5.6,13,9,0.13333333333333333,0.0,0.0,1
3392,0,98,9,0.5102040816326531,3.7,10,7,0.45,0.0,0.0,0
510,1,100,5,0.64,5.0,10,10,0.3333333333333333,0.0,0.0,1
352,0,102,11,0.49019607843137253,4.105263157894737,5,5,0.5789473684210527,0.0,0.0,0
2605,1,107,4,0.7289719626168224,5.533333333333333,11,11,0.26666666666666666,0.0,0.13333333333333333,0
5209,0,104,9,0.5,4.5,9,9,0.5,0.0,0.05555555555555555,0
6990,1,112,5,0.5267857142857143,4.529411764705882,12,12,0.29411764705882354,0.0,0.0,0
580,1,115,7,0.591304347826087,4.2631578947368425,12,11,0.3684210526315789,0.10526315789473684,0.0,1
6213,1,79,1,0.6708860759493671,6.75,7,7,0.125,0.0,0.0,0
7177,0,128,10,0.515625,4.238095238095238,11,11,0.47619047619047616,0.0,0.0,1
3500,1,74,6,0.5675675675675675,4.071428571428571,7,7,0.46153846153846156,0.0,0.0,0
6801,1,115,9,0.5478260869565217,3.761904761904762,10,10,0.42857142857142855,0.0,0.0,1
2516,1,116,7,0.6120689655172413,4.833333333333333,11,11,0.3888888888888889,0.1111111111111111,0.0,1
7439,0,88,8,0.48863636363636365,4.6,5,5,0.5714285714285714,0.0,0.0,0
2027,1,113,3,0.7433628318584071,6.357142857142857,11,11,0.21428571428571427,0.14285714285714285,0.21428571428571427,0
6490,0,140,15,0.4785714285714286,3.6785714285714284,13,12,0.5357142857142857,0.0,0.03571428571428571,0
5876,1,69,8,0.5217391304347826,4.153846153846154,5,5,0.6153846153846154,0.0,0.0,1
2772,1,118,10,0.5338983050847458,4.947368421052632,9,9,0.5263157894736842,0.10526315789473684,0.0,1
7468,0,76,5,0.618421052631579,4.428571428571429,9,9,0.35714285714285715,0.0,0.07142857142857142,0
4023,0,98,12,0.5,3.619047619047619,8,7,0.5714285714285714,0.0,0.0,1
6463,1,85,4,0.7058823529411765,4.4,11,11,0.26666666666666666,0.0,0.0,1
7522,1,114,3,0.6666666666666666,4.875,12,12,0.1875,0.0,0.0,1
3443,0,137,15,0.5109489051094891,3.3448275862068964,12,12,0.5172413793103449,0.0,0.0,0
3109,1,77,2,0.6363636363636364,6.222222222222222,7,7,0.2222222222222222,0.1111111111111111,0.0,1
941,0,82,6,0.6219512195121951,4.428571428571429,8,8,0.42857142857142855,0.0,0.0,0
7550,0,97,6,0.6804123711340206,5.357142857142857,7,7,0.42857142857142855,0.07142857142857142,0.07142857142857142,0
760,0,73,7,0.5205479452054794,3.533333333333333,6,6,0.4666666666666667,0.0,0.06666666666666667,0
1828,1,45,4,0.3111111111111111,4.0,3,3,0.5714285714285714,0.0,0.0,1
7222,0,137,10,0.46715328467153283,4.380952380952381,11,11,0.47619047619047616,0.047619047619047616,0.0,1
4017,1,78,3,0.48717948717948717,5.0,7,7,0.3,0.0,0.0,1
5692,1,72,2,0.7361111111111112,5.2,7,5,0.2,0.0,0.0,1
7300,1,120,6,0.6166666666666667,5.277777777777778,12,12,0.3333333333333333,0.2777777777777778,0.0,1
2255,0,73,4,0.6575342465753424,4.666666666666667,6,6,0.36363636363636365,0.0,0.0,1
1076,1,36,1,0.6388888888888888,5.2,4,4,0.2,0.0,0.0,1
1416,1,115,9,0.5130434782608696,4.944444444444445,9,9,0.5,0.0,0.0,1
4274,1,114,6,0.6140350877192983,5.0,11,10,0.35294117647058826,0.0,0.0,1
525,1,95,2,0.7578947368421053,5.769230769230769,11,11,0.15384615384615385,0.0,0.0,0
4709,1,52,2,0.6346153846153846,5.25,6,6,0.25,0.0,0.0,1
3499,0,132,12,0.5681818181818182,4.0,12,12,0.48,0.0,0.0,0
2757,1,113,6,0.584070796460177,5.3125,10,10,0.375,0.0,0.0,1
237,0,133,8,0.631578947368421,4.739130434782608,11,11,0.38095238095238093,0.0,0.047619047619047616,0
3442,1,116,8,0.4827586206896552,4.8125,8,8,0.5,0.1875,0.0,1
2215,0,112,11,0.5089285714285714,3.727272727272727,10,10,0.5,0.0,0.045454545454545456,0
5212,0,36,2,0.75,4.285714285714286,3,3,0.3333333333333333,0.0,0.0,0
3405,0,62,5,0.4838709677419355,5.0,5,5,0.5,0.0,0.0,0
3933,1,95,1,0.6526315789473685,4.1875,15,15,0.0625,0.0,0.0,0
7210,0,19,0,0.8947368421052632,5.666666666666667,2,2,0.0,0.0,0.0,0
3907,1,95,3,0.6105263157894737,4.5,10,9,0.21428571428571427,0.0,0.0,0
2117,0,112,10,0.5714285714285714,3.909090909090909,12,12,0.45454545454545453,0.0,0.0,0
5235,0,95,7,0.6105263157894737,5.266666666666667,8,8,0.4666666666666667,0.0,0.0,0
7148,0,77,9,0.4935064935064935,4.066666666666666,6,6,0.6,0.0,0.0,1
3734,0,105,6,0.44761904761904764,4.117647058823529,10,10,0.375,0.0,0.0625,0
7566,1,52,1,0.7115384615384616,4.222222222222222,6,6,0.14285714285714285,0.0,0.0,0
5065,1,94,7,0.6595744680851063,4.117647058823529,10,10,0.4117647058823529,0.0,0.058823529411764705,0
6841,1,114,4,0.6578947368421053,5.133333333333334,11,7,0.26666666666666666,0.0,0.0,0
5656,1,90,1,0.7888888888888889,5.833333333333333,11,10,0.08333333333333333,0.08333333333333333,0.0,0
6437,1,59,1,0.7966101694915254,5.75,7,7,0.125,0.0,0.0,1
1397,1,72,4,0.6666666666666666,5.1,5,5,0.4,0.0,0.0,1
3481,1,93,5,0.5806451612903226,4.928571428571429,9,9,0.35714285714285715,0.14285714285714285,0.0,1
1280,0,75,8,0.5733333333333334,3.7333333333333334,7,7,0.5333333333333333,0.0,0.0,0
2652,0,58,4,0.5517241379310345,5.0,4,4,0.4444444444444444,0.0,0.1111111111111111,0
3078,1,69,3,0.6666666666666666,5.4,7,7,0.3,0.0,0.0,0
5632,1,109,4,0.6513761467889908,4.8125,11,9,0.25,0.0,0.0,0
6,0,95,2,0.7894736842105263,5.357142857142857,12,12,0.14285714285714285,0.14285714285714285,0.0,1
4564,0,111,7,0.5675675675675675,5.25,7,7,0.4666666666666667,0.0,0.13333333333333333,0
5056,0,137,9,0.6131386861313869,4.208333333333333,15,15,0.375,0.08333333333333333,0.0,1
6223,0,68,9,0.35294117647058826,3.2666666666666666,5,5,0.6,0.0,0.06666666666666667,0
1615,0,73,3,0.7123287671232876,5.0,8,8,0.2727272727272727,0.0,0.18181818181818182,0
3466,0,137,7,0.5985401459854015,4.043478260869565,13,12,0.3181818181818182,0.0,0.045454545454545456,0
3654,1,112,3,0.7589285714285714,5.666666666666667,12,12,0.2,0.0,0.06666666666666667,1
3508,0,31,3,0.6129032258064516,4.0,3,3,0.5,0.0,0.16666666666666666,0
288,1,118,4,0.635593220338983,4.611111111111111,14,14,0.2222222222222222,0.0,0.0,0
3934,1,66,4,0.5909090909090909,4.25,8,8,0.3333333333333333,0.08333333333333333,0.0,1
3534,1,115,11,0.4260869565217391,3.8181818181818183,10,7,0.5238095238095238,0.0,0.0,0
4718,0,114,9,0.5614035087719298,3.857142857142857,11,11,0.42857142857142855,0.0,0.09523809523809523,0
1142,1,70,4,0.6714285714285714,5.090909090909091,7,7,0.36363636363636365,0.0,0.0,1
7460,0,146,9,0.5205479452054794,5.142857142857143,12,12,0.42857142857142855,0.0,0.047619047619047616,1
4560,0,48,6,0.4166666666666667,3.1,4,4,0.6,0.0,0.1,0
2257,1,118,4,0.711864406779661,5.470588235294118,13,13,0.23529411764705882,0.0,0.0,1
2563,0,139,13,0.5107913669064749,5.045454545454546,9,8,0.5909090909090909,0.0,0.13636363636363635,1
1741,1,65,0,0.6923076923076923,5.0,9,9,0.0,0.0,0.0,1
4012,0,112,11,0.4375,4.095238095238095,9,9,0.5238095238095238,0.0,0.0,0
3502,1,110,6,0.4818181818181818,4.4375,10,10,0.375,0.0,0.0,1
188,0,121,12,0.5702479338842975,4.571428571428571,9,8,0.5714285714285714,0.0,0.09523809523809523,0
4870,0,76,2,0.6973684210526315,4.75,9,9,0.18181818181818182,0.0,0.09090909090909091,0
6344,1,72,1,0.75,7.571428571428571,6,6,0.14285714285714285,0.0,0.0,1
3803,0,39,3,0.6410256410256411,3.5555555555555554,4,4,0.375,0.0,0.0,0
2908,0,127,11,0.5511811023622047,4.130434782608695,12,12,0.4782608695652174,0.0,0.0,0
4225,1,89,5,0.651685393258427,4.928571428571429,9,9,0.35714285714285715,0.21428571428571427,0.0,1
1822,0,64,2,0.6875,6.285714285714286,5,5,0.2857142857142857,0.2857142857142857,0.0,1
439,0,46,0,0.8478260869565217,5.142857142857143,5,5,0.0,0.0,0.3333333333333333,0
3255,0,51,4,0.6078431372549019,4.875,4,4,0.5,0.125,0.0,0
577,1,72,0,0.8888888888888888,7.25,8,8,0.0,0.0,0.0,1
7056,1,57,4,0.6666666666666666,4.181818181818182,6,6,0.4,0.0,0.0,0
89,0,47,0,0.8297872340425532,5.571428571428571,7,7,0.0,0.0,0.0,1
4679,1,122,1,0.7295081967213115,4.888888888888889,17,15,0.05555555555555555,0.5555555555555556,0.0,1
3067,0,73,3,0.684931506849315,5.545454545454546,7,7,0.3,0.0,0.1,0
4267,0,87,4,0.5747126436781609,4.2,10,10,0.2857142857142857,0.0,0.0,1
6946,1,120,6,0.7,5.388888888888889,12,12,0.3333333333333333,0.05555555555555555,0.05555555555555555,0
6361,0,132,8,0.5984848484848485,4.571428571428571,12,11,0.38095238095238093,0.0,0.047619047619047616,0
5428,1,114,8,0.6403508771929824,4.25,12,12,0.4,0.0,0.0,1
1989,0,55,2,0.6909090909090909,5.375,6,6,0.25,0.0,0.25,0
1865,0,137,9,0.6277372262773723,4.681818181818182,11,11,0.4090909090909091,0.09090909090909091,0.0,0
5729,1,114,8,0.5614035087719298,4.705882352941177,8,8,0.47058823529411764,0.058823529411764705,0.058823529411764705,1
4223,1,56,3,0.6428571428571429,5.375,5,5,0.375,0.125,0.0,1
7188,1,77,1,0.7792207792207793,4.6923076923076925,12,10,0.07692307692307693,0.0,0.0,0
3412,0,33,3,0.5454545454545454,3.375,3,3,0.42857142857142855,0.0,0.0,0
4524,0,24,1,0.75,5.0,3,3,0.25,0.0,0.25,1
3547,1,70,0,0.8428571428571429,6.333333333333333,9,9,0.0,0.0,0.0,1
6072,1,53,0,0.8301886792452831,6.142857142857143,7,7,0.0,0.14285714285714285,0.0,1
1738,0,60,5,0.5166666666666667,3.5,6,6,0.4166666666666667,0.0,0.0,1
3102,0,141,15,0.5390070921985816,3.740740740740741,12,11,0.5555555555555556,0.0,0.0,0
3913,1,95,2,0.6,4.2,13,13,0.13333333333333333,0.0,0.0,1
4768,0,66,4,0.6212121212121212,4.454545454545454,7,7,0.36363636363636365,0.0,0.0,0
5120,1,114,5,0.6403508771929824,5.294117647058823,12,9,0.29411764705882354,0.0,0.0,1
4777,0,105,13,0.3333333333333333,3.75,7,7,0.65,0.0,0.0,0
7010,0,122,13,0.4672131147540984,4.130434782608695,10,10,0.5652173913043478,0.0,0.0,0
1823,0,95,8,0.5263157894736842,4.0588235294117645,9,9,0.47058823529411764,0.0,0.058823529411764705,0
2972,1,52,3,0.6538461538461539,4.875,5,5,0.375,0.125,0.0,0
867,0,37,0,0.7837837837837838,5.8,5,5,0.0,0.0,0.2,0
272,0,46,6,0.43478260869565216,3.1666666666666665,4,4,0.6,0.0,0.0,0
6095,0,96,3,0.7291666666666666,4.866666666666666,11,11,0.2,0.0,0.0,1
2898,0,63,5,0.5873015873015873,4.083333333333333,5,5,0.45454545454545453,0.0,0.09090909090909091,0
7330,1,118,8,0.576271186440678,4.190476190476191,13,13,0.38095238095238093,0.047619047619047616,0.047619047619047616,0
6219,1,74,11,0.2702702702702703,3.4,4,4,0.7333333333333333,0.0,0.0,0
494,0,62,2,0.5483870967741935,5.428571428571429,5,5,0.2857142857142857,0.0,0.0,1
4814,0,52,3,0.6923076923076923,5.0,5,5,0.375,0.0,0.125,1
7290,0,51,2,0.7647058823529411,4.666666666666667,6,6,0.2222222222222222,0.0,0.0,0
6295,1,102,3,0.696078431372549,5.857142857142857,11,11,0.21428571428571427,0.0,0.0,0
1619,0,136,17,0.3602941176470588,3.4482758620689653,12,12,0.5862068965517241,0.0,0.0,0
1409,0,131,12,0.5038167938931297,4.173913043478261,8,8,0.5454545454545454,0.0,0.045454545454545456,1
2990,0,59,5,0.5423728813559322,3.0,4,4,0.45454545454545453,0.0,0.0,0
2524,1,118,6,0.7033898305084746,4.842105263157895,12,12,0.3333333333333333,0.0,0.0,0
2478,0,130,10,0.5384615384615384,4.260869565217392,12,12,0.45454545454545453,0.0,0.0,1
4434,1,63,0,0.7142857142857143,5.375,8,8,0.0,0.0,0.0,1
5705,1,38,1,0.7894736842105263,5.0,5,5,0.16666666666666666,0.0,0.0,1
3558,1,114,2,0.7807017543859649,6.5,12,12,0.14285714285714285,0.0,0.07142857142857142,1
7591,0,79,6,0.5569620253164557,3.5625,10,10,0.375,0.0,0.0,1
3556,1,70,0,0.8428571428571429,6.333333333333333,9,9,0.0,0.0,0.0,1
2396,0,136,13,0.4632352941176471,4.583333333333333,7,7,0.5909090909090909,0.09090909090909091,0.0,0
6644,0,139,12,0.5611510791366906,4.153846153846154,14,13,0.46153846153846156,0.0,0.0,1
853,1,90,5,0.5666666666666667,4.6923076923076925,8,8,0.38461538461538464,0.07692307692307693,0.0,0
7516,1,114,8,0.543859649122807,5.0625,8,8,0.5,0.0,0.0,1
1943,0,48,4,0.4791666666666667,3.5,5,5,0.4444444444444444,0.1111111111111111,0.0,0
7598,1,92,5,0.6739130434782609,6.333333333333333,7,7,0.4166666666666667,0.08333333333333333,0.0,1
2219,1,75,3,0.72,5.636363636363637,8,8,0.2727272727272727,0.0,0.0,0
3524,1,87,2,0.7931034482758621,5.384615384615385,11,11,0.15384615384615385,0.0,0.0,0
5948,1,40,3,0.6,3.375,4,4,0.42857142857142855,0.0,0.0,0
3833,0,134,8,0.5597014925373134,5.0,11,11,0.42105263157894735,0.05263157894736842,0.0,1
1673,1,107,9,0.5233644859813084,4.666666666666667,9,9,0.5,0.0,0.0,0
2333,1,94,1,0.776595744680851,5.846153846153846,11,11,0.07692307692307693,0.0,0.0,0
2264,0,132,14,0.4621212121212121,3.730769230769231,11,11,0.56,0.0,0.0,0
4687,1,102,0,0.5882352941176471,5.454545454545454,11,10,0.0,0.0,0.0,1
4366,1,47,1,0.7872340425531915,5.571428571428571,6,6,0.14285714285714285,0.0,0.0,1
2402,1,117,10,0.5213675213675214,3.9545454545454546,11,11,0.45454545454545453,0.045454545454545456,0.045454545454545456,1
4496,0,42,2,0.5,4.833333333333333,4,4,0.3333333333333333,0.0,0.16666666666666666,0
1807,1,59,3,0.576271186440678,3.909090909090909,8,8,0.2727272727272727,0.0,0.0,1
1317,1,64,2,0.6875,4.1,8,8,0.2,0.0,0.0,0
3164,0,139,4,0.6474820143884892,6.666666666666667,11,11,0.26666666666666666,0.06666666666666667,0.13333333333333333,1
5467,1,94,1,0.776595744680851,7.1,9,9,0.1,0.3,0.0,1
2030,0,52,9,0.19230769230769232,3.727272727272727,2,2,0.8181818181818182,0.0,0.0,1
573,1,82,4,0.7195121951219512,4.5,10,10,0.2857142857142857,0.0,0.0,1
5523,1,72,1,0.8055555555555556,7.5,7,7,0.125,0.0,0.0,1
4585,1,62,1,0.8064516129032258,5.444444444444445,8,8,0.1111111111111111,0.0,0.0,1
1715,1,53,6,0.37735849056603776,3.4,4,4,0.6,0.0,0.0,0
3645,1,115,9,0.5739130434782609,4.888888888888889,9,9,0.5,0.05555555555555555,0.0,0
124,1,108,5,0.5462962962962963,5.642857142857143,9,8,0.35714285714285715,0.07142857142857142,0.07142857142857142,0
3303,0,87,7,0.4827586206896552,4.466666666666667,7,7,0.4666666666666667,0.0,0.0,0
3845,0,37,0,0.8378378378378378,7.5,4,4,0.0,0.0,0.5,0
4487,0,140,11,0.5357142857142857,4.217391304347826,12,12,0.4782608695652174,0.13043478260869565,0.0,1
4486,1,104,6,0.5865384615384616,4.375,9,9,0.375,0.1875,0.0,1
5161,0,80,5,0.6125,4.923076923076923,8,8,0.38461538461538464,0.07692307692307693,0.0,0
3432,1,22,2,0.5454545454545454,3.4,2,2,0.5,0.0,0.0,0
4622,0,53,3,0.6037735849056604,4.111111111111111,6,6,0.3333333333333333,0.0,0.1111111111111111,1
5327,0,94,9,0.5106382978723404,4.166666666666667,7,7,0.5294117647058824,0.0,0.058823529411764705,0
4278,0,121,6,0.6198347107438017,3.909090909090909,15,15,0.2857142857142857,0.0,0.047619047619047616,0
1891,1,32,3,0.5625,3.2857142857142856,4,4,0.42857142857142855,0.0,0.0,1
596,1,116,4,0.7155172413793104,5.933333333333334,11,11,0.26666666666666666,0.3333333333333333,0.06666666666666667,1
5881,1,69,8,0.5217391304347826,4.153846153846154,5,5,0.6153846153846154,0.0,0.0,1
4661,0,139,13,0.5251798561151079,3.962962962962963,10,10,0.52,0.0,0.04,1
2580,0,78,3,0.7692307692307693,5.636363636363637,8,8,0.2727272727272727,0.0,0.18181818181818182,0
1646,0,44,5,0.5454545454545454,3.5,4,4,0.5555555555555556,0.0,0.0,0
1665,1,111,6,0.5675675675675675,4.75,10,10,0.375,0.0,0.125,0
7456,0,120,14,0.4,3.5217391304347827,8,8,0.6086956521739131,0.0,0.0,0
693,0,95,6,0.6421052631578947,5.2,9,9,0.4,0.06666666666666667,0.0,0
720,0,86,7,0.5465116279069767,3.823529411764706,8,8,0.4666666666666667,0.0,0.0,0
3528,1,91,5,0.6153846153846154,4.8,10,8,0.3333333333333333,0.0,0.0,0
5470,1,46,2,0.6956521739130435,6.5,4,4,0.3333333333333333,0.0,0.0,1
4457,0,133,4,0.7443609022556391,5.285714285714286,17,17,0.19047619047619047,0.0,0.0,1
2510,1,95,3,0.6736842105263158,5.615384615384615,10,10,0.23076923076923078,0.0,0.0,0
2552,0,81,5,0.6296296296296297,4.538461538461538,8,8,0.38461538461538464,0.0,0.0,1
1745,0,108,3,0.6574074074074074,4.529411764705882,14,13,0.17647058823529413,0.17647058823529413,0.0,1
3858,0,90,9,0.4777777777777778,3.611111111111111,8,8,0.5,0.0,0.0,1
989,0,122,6,0.639344262295082,5.111111111111111,12,12,0.3333333333333333,0.05555555555555555,0.1111111111111111,0
5043,1,77,4,0.6753246753246753,6.888888888888889,5,5,0.4444444444444444,0.1111111111111111,0.0,0
1581,0,110,7,0.5181818181818182,4.3125,9,8,0.4375,0.0,0.0,1
5172,0,138,12,0.5217391304347826,4.12,12,11,0.5,0.0,0.0,1
5391,0,93,8,0.5161290322580645,3.9444444444444446,8,7,0.47058823529411764,0.0,0.0,0
6016,1,25,3,0.52,3.8,2,2,0.6,0.0,0.0,0
7549,1,65,1,0.5692307692307692,4.75,7,7,0.125,0.0,0.0,0
5714,1,115,7,0.6347826086956522,4.764705882352941,10,10,0.4117647058823529,0.058823529411764705,0.0,1
7139,1,110,7,0.6272727272727273,4.882352941176471,10,8,0.4117647058823529,0.0,0.0,0
4698,1,74,3,0.7702702702702703,6.0,7,7,0.3,0.0,0.0,1
4201,1,101,2,0.7623762376237624,5.466666666666667,13,13,0.13333333333333333,0.0,0.0,0
6853,1,114,10,0.5087719298245614,4.095238095238095,11,11,0.47619047619047616,0.0,0.0,1
4608,0,138,3,0.7681159420289855,5.181818181818182,19,17,0.13636363636363635,0.0,0.045454545454545456,0
6772,1,22,2,0.6818181818181818,3.4,3,3,0.4,0.0,0.0,1
1157,0,54,4,0.5925925925925926,3.6363636363636362,7,6,0.36363636363636365,0.0,0.0,0
2586,0,37,0,0.7297297297297297,6.25,4,4,0.0,0.0,0.5,0
3245,0,106,10,0.5094339622641509,3.55,10,10,0.5,0.0,0.0,0
2722,1,114,3,0.7719298245614035,6.133333333333334,12,10,0.2,0.0,0.0,1
3142,0,108,3,0.7592592592592593,7.583333333333333,9,9,0.25,0.16666666666666666,0.08333333333333333,0
364,1,45,3,0.5555555555555556,4.0,5,5,0.375,0.125,0.0,0
6015,0,11,0,0.6363636363636364,6.0,1,1,0.0,0.0,0.0,0
1355,0,113,7,0.6548672566371682,4.2105263157894735,12,12,0.3684210526315789,0.0,0.0,0
6159,0,126,10,0.5079365079365079,4.086956521739131,13,9,0.43478260869565216,0.0,0.0,0
4211,0,128,13,0.4609375,4.217391304347826,10,10,0.5652173913043478,0.0,0.0,0
1872,0,77,11,0.37662337662337664,3.4444444444444446,6,6,0.6470588235294118,0.0,0.0,0
2973,0,100,6,0.66,4.555555555555555,8,8,0.375,0.0625,0.0,0
1494,0,77,7,0.4675324675324675,5.333333333333333,5,5,0.5833333333333334,0.0,0.0,0
3201,1,71,1,0.8450704225352113,6.0,8,8,0.1111111111111111,0.0,0.0,1
6480,0,90,10,0.5111111111111111,3.8333333333333335,8,8,0.5555555555555556,0.0,0.0,0
1855,0,27,3,0.37037037037037035,3.0,2,2,0.6,0.0,0.0,0
4418,1,51,3,0.5882352941176471,5.714285714285714,4,4,0.42857142857142855,0.0,0.0,1
4448,0,67,6,0.582089552238806,3.4285714285714284,7,7,0.46153846153846156,0.0,0.0,0
